exposures,theta,conversions
"[100, 78, 577]","[0.06733385237262826, 0.10618655901184396, 0.14344151049403084]","[7, 10, 84]"
"[100, 78, 578]","[0.06224125447798015, 0.11527099951324346, 0.12678647095144144]","[7, 10, 84]"
"[100, 78, 579]","[0.09099421465471584, 0.19968224669814785, 0.14356777679062258]","[7, 10, 84]"
"[100, 79, 579]","[0.08995766271922342, 0.12425824208977825, 0.11169267508059814]","[7, 10, 84]"
"[100, 80, 579]","[0.0288572449161769, 0.13821659721465673, 0.13584311829916812]","[7, 11, 84]"
"[100, 81, 579]","[0.08134068908619521, 0.14782315334591326, 0.10159362265738722]","[7, 11, 84]"
"[100, 82, 579]","[0.0767873104331572, 0.09619230762133167, 0.13428119954114154]","[7, 12, 84]"
"[100, 82, 580]","[0.053243683733222656, 0.16559021935267834, 0.119761562278895]","[7, 12, 85]"
"[100, 83, 580]","[0.10887181896043263, 0.11467411385156273, 0.12171137597651165]","[7, 12, 85]"
"[100, 83, 581]","[0.05706401431255085, 0.09381627834838226, 0.1300915833120348]","[7, 12, 86]"
"[100, 83, 582]","[0.07625423350279573, 0.12023783930653435, 0.13389604085578707]","[7, 12, 86]"
"[100, 83, 583]","[0.06774840030312945, 0.08174647811510038, 0.11407575470686103]","[7, 12, 86]"
"[100, 83, 584]","[0.10349582002832726, 0.09869976207374069, 0.11557323306944975]","[7, 12, 87]"
"[100, 83, 585]","[0.0500628982511842, 0.152017648351647, 0.12801574504061883]","[7, 12, 87]"
"[100, 84, 585]","[0.06389238043469572, 0.2005078712510007, 0.14601061004124682]","[7, 12, 87]"
"[100, 85, 585]","[0.09140901922146139, 0.15480528113706551, 0.12010626212670858]","[7, 12, 87]"
"[100, 86, 585]","[0.0656923020970359, 0.17409310336908082, 0.12664359356029212]","[7, 12, 87]"
"[100, 87, 585]","[0.042441364489902586, 0.19215928193096316, 0.13423867021782201]","[7, 12, 87]"
"[100, 88, 585]","[0.08567664284268219, 0.12733004211746474, 0.10573653255543809]","[7, 12, 87]"
"[100, 89, 585]","[0.10006594528887103, 0.1379496920499245, 0.1383051257186231]","[7, 12, 87]"
"[100, 89, 586]","[0.046316414334380794, 0.11418668607186275, 0.11205682115553928]","[7, 12, 88]"
"[100, 90, 586]","[0.06383774833284095, 0.09260148195331402, 0.14009039036382193]","[7, 12, 88]"
"[100, 90, 587]","[0.11423932159093755, 0.12568172948149614, 0.13372045024838128]","[7, 12, 88]"
"[100, 90, 588]","[0.06910121610543839, 0.11430692326783863, 0.14576534651689502]","[7, 12, 88]"
"[100, 90, 589]","[0.07929098863479976, 0.1355063881415335, 0.11514549901867563]","[7, 12, 88]"
"[100, 91, 589]","[0.08084777513165298, 0.12536086858243475, 0.13580350125603682]","[7, 12, 88]"
"[100, 91, 590]","[0.06655214894613137, 0.09797297951473138, 0.14418592962002083]","[7, 12, 88]"
"[100, 91, 591]","[0.1030660116488674, 0.13734696767193155, 0.15316111149477307]","[7, 12, 89]"
"[100, 91, 592]","[0.07329682582466197, 0.09457125840353874, 0.1421685618809119]","[7, 12, 89]"
"[100, 91, 593]","[0.08515456839103389, 0.10317572709177794, 0.1313126721393226]","[7, 12, 89]"
"[100, 91, 594]","[0.10510278378059713, 0.1206029409107416, 0.12001289030316135]","[7, 12, 89]"
"[100, 92, 594]","[0.09636000742553989, 0.10685383459144346, 0.13239022857196903]","[7, 12, 89]"
"[100, 92, 595]","[0.08371555579723794, 0.14787158033347375, 0.13974233841536723]","[7, 12, 89]"
"[100, 93, 595]","[0.048081670556643745, 0.14991817303263108, 0.11110379770177901]","[7, 12, 89]"
"[100, 94, 595]","[0.03722388467461921, 0.08765314404903947, 0.13675216435785886]","[7, 13, 89]"
"[100, 94, 596]","[0.051930343767997454, 0.10795282709570411, 0.1411051645566541]","[7, 13, 89]"
"[100, 94, 597]","[0.09878955056050101, 0.09462754272026146, 0.13467776933207226]","[7, 13, 89]"
"[100, 94, 598]","[0.12359055120458337, 0.19378041634163717, 0.11211721347776551]","[7, 13, 90]"
"[100, 95, 598]","[0.04152019217856902, 0.11618148422496434, 0.12206944911172775]","[7, 13, 90]"
"[100, 95, 599]","[0.10109924368353505, 0.0830166028998132, 0.1376864784641129]","[7, 13, 90]"
"[100, 95, 600]","[0.11495225542924163, 0.20243707742647968, 0.1566852501836729]","[7, 13, 90]"
"[100, 96, 600]","[0.10657464945001775, 0.08588544633602331, 0.12635517666956722]","[7, 13, 90]"
"[100, 96, 601]","[0.048609416067604, 0.15698102298171385, 0.11833926227578755]","[7, 13, 90]"
"[100, 97, 601]","[0.08040458454412838, 0.07073912690742326, 0.15505838506936448]","[7, 14, 90]"
"[100, 97, 602]","[0.08409229316998204, 0.13993953557618136, 0.12417681060219676]","[7, 14, 90]"
"[100, 98, 602]","[0.06254406639865537, 0.16476292669597434, 0.11985271090023587]","[7, 14, 90]"
"[100, 99, 602]","[0.10372049121271529, 0.12037154220890181, 0.1295694098560125]","[7, 14, 90]"
"[100, 99, 603]","[0.08182649576542111, 0.12447859428178877, 0.11659038406008027]","[7, 14, 90]"
"[100, 100, 603]","[0.07293998028742638, 0.1388220830355986, 0.13841564590483213]","[7, 14, 90]"
"[100, 101, 603]","[0.0761194845014202, 0.11225568972999739, 0.12454758265043928]","[7, 14, 90]"
"[100, 101, 604]","[0.03978360789143961, 0.1820288604152743, 0.12289929836215084]","[7, 14, 91]"
"[100, 102, 604]","[0.04723225611136893, 0.11748475802989337, 0.13166229638950006]","[7, 14, 91]"
"[100, 102, 605]","[0.05509577065813782, 0.15105683797651173, 0.15064897380852185]","[7, 14, 91]"
"[100, 103, 605]","[0.10154685063545153, 0.08865123070046575, 0.11657213453350074]","[7, 14, 91]"
"[100, 103, 606]","[0.06154183067063872, 0.1258557518912249, 0.14889318285272668]","[7, 14, 91]"
"[100, 103, 607]","[0.05246964378063688, 0.1422958949504761, 0.10968579893450209]","[7, 14, 91]"
"[100, 104, 607]","[0.0479064805929154, 0.11650638176765, 0.13331672146804546]","[7, 14, 91]"
"[100, 104, 608]","[0.07472008446180418, 0.08285996470303371, 0.1417490009279256]","[7, 14, 91]"
"[100, 104, 609]","[0.08545666328080213, 0.17393021188980762, 0.11707536773813398]","[7, 14, 91]"
"[100, 105, 609]","[0.12471117343635883, 0.1271994021100679, 0.15269284315344936]","[7, 15, 91]"
"[100, 105, 610]","[0.041624285998803454, 0.1297901549301312, 0.14581329201175655]","[7, 15, 91]"
"[100, 105, 611]","[0.0938408419608023, 0.1719723298471042, 0.11253459489195877]","[7, 15, 91]"
"[100, 106, 611]","[0.05515378685208019, 0.1479985255881399, 0.13621204449089172]","[7, 15, 91]"
"[100, 107, 611]","[0.060012989564300026, 0.11598422791465259, 0.12468683267333558]","[7, 15, 91]"
"[100, 107, 612]","[0.0517677080575225, 0.1436152758172448, 0.12631184643430898]","[7, 15, 91]"
"[100, 108, 612]","[0.0999891498089412, 0.0914246328828827, 0.15449036808065675]","[7, 15, 91]"
"[100, 108, 613]","[0.06934332708525502, 0.1602869258718471, 0.1307016794139696]","[7, 15, 91]"
"[100, 109, 613]","[0.03352171628722637, 0.10618151792937923, 0.13226020409210673]","[7, 15, 91]"
"[100, 109, 614]","[0.10682405409087045, 0.07755263875345597, 0.13133969765141304]","[7, 15, 92]"
"[100, 109, 615]","[0.06612126842359659, 0.12175221016624906, 0.11841940714873911]","[7, 15, 92]"
"[100, 110, 615]","[0.09461569602850926, 0.11340035694139435, 0.11444377773999657]","[7, 15, 92]"
"[100, 110, 616]","[0.05885229292849549, 0.1857696655098155, 0.14073302768145704]","[7, 15, 92]"
"[100, 111, 616]","[0.027811609689997772, 0.18798752681975667, 0.11663913559471316]","[7, 15, 92]"
"[100, 112, 616]","[0.06354740359950123, 0.10518334626973266, 0.10840554418547776]","[7, 15, 92]"
"[100, 112, 617]","[0.0854957264399744, 0.07924072644942684, 0.12407481449478715]","[7, 15, 92]"
"[100, 112, 618]","[0.056340239437168774, 0.1294797622290752, 0.1439010941159581]","[7, 15, 92]"
"[100, 112, 619]","[0.06439732569169349, 0.09647667677703874, 0.14525978189598954]","[7, 15, 92]"
"[100, 112, 620]","[0.070636037107022, 0.13608916393833723, 0.15477355563960815]","[7, 15, 92]"
"[100, 112, 621]","[0.0998848978527472, 0.13765684860764874, 0.11722279771988618]","[7, 15, 92]"
"[100, 113, 621]","[0.06122581532608824, 0.12818905037966713, 0.13587771158465684]","[7, 15, 92]"
"[100, 113, 622]","[0.07965889204610774, 0.1134014655467713, 0.13272351658487574]","[7, 15, 92]"
"[100, 113, 623]","[0.12906376937345088, 0.09119683212252715, 0.1229020090367978]","[7, 15, 92]"
"[101, 113, 623]","[0.07126306988740964, 0.1188343476547935, 0.1423096817110377]","[7, 15, 92]"
"[101, 113, 624]","[0.07069062661769056, 0.14343974519498595, 0.13997207594382036]","[7, 15, 92]"
"[101, 114, 624]","[0.12210580633206869, 0.1967875706659422, 0.1342772621385541]","[7, 16, 92]"
"[101, 115, 624]","[0.0965364162192311, 0.1411750406546103, 0.11980870215150304]","[7, 16, 92]"
"[101, 116, 624]","[0.05604639481148489, 0.10939052420816375, 0.13449402618556078]","[7, 16, 92]"
"[101, 116, 625]","[0.07639240301722627, 0.11610129406210594, 0.1275448571722456]","[7, 16, 92]"
"[101, 116, 626]","[0.08501551863008941, 0.11922632922653172, 0.1417718385353238]","[7, 16, 92]"
"[101, 116, 627]","[0.11701819261788092, 0.17251071130907425, 0.14309909838460058]","[7, 16, 93]"
"[101, 117, 627]","[0.03306519876807415, 0.09223473716458995, 0.1332733708459582]","[7, 16, 93]"
"[101, 117, 628]","[0.06444066415614372, 0.09852215421165039, 0.15687330768775912]","[7, 16, 93]"
"[101, 117, 629]","[0.04105479216745126, 0.13253956199022165, 0.12287810275590115]","[7, 16, 93]"
"[101, 118, 629]","[0.08997013505863183, 0.1575808266748926, 0.1435005286187402]","[7, 16, 93]"
"[101, 119, 629]","[0.04133471320410813, 0.11104425351567022, 0.1236530341531627]","[7, 16, 93]"
"[101, 119, 630]","[0.07095543316111498, 0.17181902948155856, 0.11616461905268066]","[7, 16, 93]"
"[101, 120, 630]","[0.07990143332005312, 0.09004814737450906, 0.12674365929407808]","[7, 16, 93]"
"[101, 120, 631]","[0.055853641988758085, 0.10081586422880917, 0.15437151250265427]","[7, 16, 93]"
"[101, 120, 632]","[0.07088861192418983, 0.09691157410972576, 0.13582266484728384]","[7, 16, 93]"
"[101, 120, 633]","[0.06334529838679623, 0.0979278425421661, 0.13899643688183888]","[7, 16, 93]"
"[101, 120, 634]","[0.10103556411492029, 0.10280336602107207, 0.12404199169963384]","[7, 16, 93]"
"[101, 120, 635]","[0.04532398357920313, 0.16352847685503466, 0.14472294489784474]","[7, 16, 93]"
"[101, 121, 635]","[0.04249838264765189, 0.08089665493909103, 0.11305084475022412]","[7, 16, 93]"
"[101, 121, 636]","[0.03942806454615199, 0.09986055474131135, 0.12990843553698336]","[7, 16, 93]"
"[101, 121, 637]","[0.05554753200827496, 0.11535081272237507, 0.11884672592416012]","[7, 16, 94]"
"[101, 121, 638]","[0.10821910454939505, 0.1318581797031284, 0.10667098797148684]","[7, 16, 94]"
"[101, 122, 638]","[0.04161219989001335, 0.14891340114474994, 0.13740911628637215]","[7, 16, 94]"
"[101, 123, 638]","[0.05363957667409608, 0.11820656450422257, 0.13517342557973575]","[7, 16, 94]"
"[101, 123, 639]","[0.10685388890955377, 0.09401508503747727, 0.12444060920461072]","[7, 16, 94]"
"[101, 123, 640]","[0.056804760143173656, 0.14668426853759994, 0.12600563170333556]","[7, 16, 94]"
"[101, 124, 640]","[0.07150072642240099, 0.1242209462826012, 0.12873134897321317]","[7, 16, 94]"
"[101, 124, 641]","[0.0765586764391322, 0.13462292510894225, 0.1230806958582653]","[7, 16, 94]"
"[101, 125, 641]","[0.08616542778818465, 0.15410527497838505, 0.12599405922181656]","[7, 16, 94]"
"[101, 126, 641]","[0.05159913453632578, 0.14634470868569346, 0.15174567754397847]","[7, 16, 94]"
"[101, 126, 642]","[0.04664768165424977, 0.13118675589012013, 0.14807748459712697]","[7, 16, 94]"
"[101, 126, 643]","[0.037902194504035217, 0.08638199647635078, 0.13427080159041244]","[7, 16, 94]"
"[101, 126, 644]","[0.06104964630073168, 0.06854006734964149, 0.130570193043592]","[7, 16, 94]"
"[101, 126, 645]","[0.11830241345194714, 0.12191790261119893, 0.1132276580325935]","[7, 16, 94]"
"[101, 127, 645]","[0.06414099463331235, 0.09826288395338742, 0.13378785044828717]","[7, 16, 94]"
"[101, 127, 646]","[0.08960865860100631, 0.09513771337118625, 0.1350907159644322]","[7, 16, 94]"
"[101, 127, 647]","[0.12587354199308015, 0.1370159340500559, 0.12756428384529733]","[7, 16, 94]"
"[101, 128, 647]","[0.054729349008442264, 0.1684054124028876, 0.14103619177091722]","[7, 16, 94]"
"[101, 129, 647]","[0.051720691593491644, 0.10889565336839836, 0.11586023362421433]","[7, 16, 94]"
"[101, 129, 648]","[0.040940984473224105, 0.11577689301595318, 0.14007008777253518]","[7, 16, 94]"
"[101, 129, 649]","[0.07754351870080221, 0.1273430242449725, 0.13755534724745058]","[7, 16, 94]"
"[101, 129, 650]","[0.0252745531114283, 0.15107802660348005, 0.12037851359129939]","[7, 16, 94]"
"[101, 130, 650]","[0.0949345418070729, 0.08969280863357308, 0.12284084177976733]","[7, 16, 94]"
"[101, 130, 651]","[0.12897647071880214, 0.0960313112203751, 0.10807295358798646]","[7, 16, 94]"
"[102, 130, 651]","[0.10809892630150729, 0.138351131600644, 0.11580235471040494]","[7, 16, 94]"
"[102, 131, 651]","[0.07493560068946671, 0.17285608145218218, 0.1339318562227061]","[7, 16, 94]"
"[102, 132, 651]","[0.09113241551699525, 0.11576071293490572, 0.10301178579546622]","[7, 16, 94]"
"[102, 133, 651]","[0.04511157835322337, 0.09659704195355624, 0.1367424859324204]","[7, 16, 94]"
"[102, 133, 652]","[0.05410036526786142, 0.06334967297961772, 0.11530170154560888]","[7, 16, 94]"
"[102, 133, 653]","[0.06498519592012077, 0.13226384904249103, 0.11822218221475427]","[7, 16, 94]"
"[102, 134, 653]","[0.0644381666971387, 0.12716294615059973, 0.1310823047726555]","[7, 16, 94]"
"[102, 134, 654]","[0.0917851462908559, 0.09114268920651032, 0.12370011202338023]","[7, 16, 94]"
"[102, 134, 655]","[0.05265689022450485, 0.14267425885384144, 0.15174007899517541]","[7, 16, 94]"
"[102, 134, 656]","[0.04812435676778199, 0.07272106477698988, 0.12692490550000757]","[7, 16, 94]"
"[102, 134, 657]","[0.05528395642617124, 0.11734189454543717, 0.10595274667529023]","[7, 16, 94]"
"[102, 135, 657]","[0.07246710558766606, 0.11702954687343445, 0.10395975435618683]","[7, 16, 94]"
"[102, 136, 657]","[0.09094346217707046, 0.09056123638436364, 0.129126472596393]","[7, 16, 94]"
"[102, 136, 658]","[0.10847895831135852, 0.09541953129996898, 0.15827309822100977]","[7, 16, 94]"
"[102, 136, 659]","[0.04238095827819784, 0.09614453987854887, 0.13152038761236828]","[7, 16, 94]"
"[102, 136, 660]","[0.06213299257892273, 0.1059346335307564, 0.1158446563681339]","[7, 16, 94]"
"[102, 136, 661]","[0.11576106899721568, 0.12185668803368563, 0.11606895327539005]","[7, 16, 94]"
"[102, 137, 661]","[0.07687531221442083, 0.07787627940791218, 0.11919369311899274]","[7, 16, 94]"
"[102, 137, 662]","[0.09121844590278758, 0.09382975252633076, 0.103375626025319]","[7, 16, 94]"
"[102, 137, 663]","[0.08793601695694252, 0.08921494388399687, 0.13829824128598092]","[7, 16, 94]"
"[102, 137, 664]","[0.04101028992412832, 0.12248677471631307, 0.12012099187687801]","[7, 16, 94]"
"[102, 138, 664]","[0.06364234072649762, 0.1317786759926623, 0.12267405114262624]","[7, 16, 94]"
"[102, 139, 664]","[0.0762000794442354, 0.09480588291954137, 0.11521829583980309]","[7, 17, 94]"
"[102, 139, 665]","[0.048888605772399334, 0.11617918133261272, 0.1255846856178446]","[7, 17, 94]"
"[102, 139, 666]","[0.04917666327483971, 0.1270068073356677, 0.14626011269947958]","[7, 17, 94]"
"[102, 139, 667]","[0.11169095815845438, 0.10807348622944826, 0.1261157758993255]","[7, 17, 94]"
"[102, 139, 668]","[0.04979086912242194, 0.1154809814467858, 0.11506626057402572]","[7, 17, 94]"
"[102, 140, 668]","[0.08249479739655095, 0.09895964260582385, 0.1263504524428021]","[7, 17, 94]"
"[102, 140, 669]","[0.11492503227254448, 0.10677194744547458, 0.12361391544383066]","[7, 17, 95]"
"[102, 140, 670]","[0.05340752551015011, 0.10974690871629898, 0.1353528539300831]","[7, 17, 96]"
"[102, 140, 671]","[0.07432886404519647, 0.1032019058858875, 0.11529312507784295]","[7, 17, 96]"
"[102, 140, 672]","[0.04235848813431831, 0.12345261896941635, 0.13341015441635948]","[7, 17, 96]"
"[102, 140, 673]","[0.07521258284298202, 0.13328351106205125, 0.11399410242197949]","[7, 17, 96]"
"[102, 141, 673]","[0.08861846890429068, 0.07458666383818882, 0.12000903191992997]","[7, 17, 96]"
"[102, 141, 674]","[0.08389862630095725, 0.17009915785733865, 0.11518468136820721]","[7, 17, 96]"
"[102, 142, 674]","[0.05693193804697654, 0.14150105859247863, 0.11854749655844603]","[7, 17, 96]"
"[102, 143, 674]","[0.06057874756696608, 0.12300798433650331, 0.13031248935508385]","[7, 17, 96]"
"[102, 143, 675]","[0.03508155278915169, 0.14947256625171002, 0.12594578176949286]","[7, 17, 96]"
"[102, 144, 675]","[0.09231666869964732, 0.13954876000665006, 0.12023878906984957]","[7, 17, 96]"
"[102, 145, 675]","[0.046005338163290214, 0.1453419688460906, 0.1168282752223096]","[7, 17, 96]"
"[102, 146, 675]","[0.04709724397520826, 0.10673104510378549, 0.12387180107061596]","[7, 17, 96]"
"[102, 146, 676]","[0.05217741827912554, 0.07616070810566396, 0.12254173408249887]","[7, 17, 96]"
"[102, 146, 677]","[0.06541338702210772, 0.11111310173239902, 0.13470241411069195]","[7, 17, 96]"
"[102, 146, 678]","[0.06391819510085814, 0.15888204458457234, 0.13421177828114578]","[7, 17, 97]"
"[102, 147, 678]","[0.07043487008813332, 0.09319008644425882, 0.1385256672028132]","[7, 17, 97]"
"[102, 147, 679]","[0.1149024360977634, 0.10071029279937241, 0.12751805490178428]","[7, 17, 97]"
"[102, 147, 680]","[0.09682069937420498, 0.10564534518460432, 0.1295934701280399]","[7, 17, 97]"
"[102, 147, 681]","[0.08884860219689776, 0.12613774240408843, 0.11649368022008401]","[7, 17, 98]"
"[102, 148, 681]","[0.07104832979236647, 0.12042471196007963, 0.14031609640543066]","[7, 18, 98]"
"[102, 148, 682]","[0.07558344032501041, 0.09203519511935371, 0.1297554812272037]","[7, 18, 99]"
"[102, 148, 683]","[0.03788702948306913, 0.13580941905995694, 0.11593885816818222]","[7, 18, 99]"
"[102, 149, 683]","[0.08147511825533521, 0.13038225978317197, 0.12941327067745073]","[7, 18, 99]"
"[102, 150, 683]","[0.07608946475719092, 0.09220863790155659, 0.12270801416981116]","[7, 18, 99]"
"[102, 150, 684]","[0.04358190604717593, 0.10329683792013214, 0.11774509519795547]","[7, 18, 99]"
"[102, 150, 685]","[0.07354668965236978, 0.10773308991179979, 0.13446623206963548]","[7, 18, 99]"
"[102, 150, 686]","[0.04211767373610442, 0.12491996297314177, 0.1315381635374158]","[7, 18, 99]"
"[102, 150, 687]","[0.04915515758472338, 0.11514065994903094, 0.13076857110955975]","[7, 18, 99]"
"[102, 150, 688]","[0.07453446497758771, 0.10012053112619754, 0.13148916145723974]","[7, 18, 99]"
"[102, 150, 689]","[0.064988158045535, 0.10253916290814119, 0.14081863752330073]","[7, 18, 99]"
"[102, 150, 690]","[0.028981171111403383, 0.08081253688636914, 0.1205192290949434]","[7, 18, 99]"
"[102, 150, 691]","[0.04562930789680757, 0.07556784801656181, 0.1305159013035646]","[7, 18, 99]"
"[102, 150, 692]","[0.0662802810329119, 0.11528130023694245, 0.13728810423010868]","[7, 18, 99]"
"[102, 150, 693]","[0.062157892938588644, 0.059451840320695164, 0.1182267467926671]","[7, 18, 100]"
"[102, 150, 694]","[0.07487923414988815, 0.07453342509312548, 0.13997997545388935]","[7, 18, 100]"
"[102, 150, 695]","[0.03529415480323151, 0.12337156084411413, 0.12828080773759185]","[7, 18, 100]"
"[102, 150, 696]","[0.12414106426291065, 0.10164329812314413, 0.13005457468887405]","[7, 18, 101]"
"[102, 150, 697]","[0.1132823055967254, 0.09412801371356345, 0.15547304032421694]","[7, 18, 102]"
"[102, 150, 698]","[0.030148951246306763, 0.10834668098021892, 0.13124982661347384]","[7, 18, 103]"
"[102, 150, 699]","[0.08455727200586967, 0.11228752727080496, 0.12413192690819981]","[7, 18, 103]"
"[102, 150, 700]","[0.07369101693405473, 0.15080975040955033, 0.12001369479465752]","[7, 18, 104]"
"[102, 151, 700]","[0.07382462597942338, 0.0943846977904821, 0.129856531586482]","[7, 18, 104]"
"[102, 151, 701]","[0.09981595577496084, 0.1284417746785554, 0.11670267099434163]","[7, 18, 104]"
"[102, 152, 701]","[0.06106177875651474, 0.11775821163620653, 0.13644591995491082]","[7, 18, 104]"
"[102, 152, 702]","[0.062026083211157164, 0.14828825920996566, 0.15660586601004736]","[7, 18, 104]"
"[102, 152, 703]","[0.04604549221119088, 0.11071107468346167, 0.13524014917083138]","[7, 18, 104]"
"[102, 152, 704]","[0.06860084787590846, 0.06877293537878923, 0.12128017799116857]","[7, 18, 104]"
"[102, 152, 705]","[0.07909379360237502, 0.11125507286891954, 0.1160128236725266]","[7, 18, 104]"
"[102, 152, 706]","[0.1345828662334353, 0.10670844313377277, 0.13303664635639087]","[7, 18, 105]"
